Symbol,CompanyName,ISIN, Sector
OBCL,Orissa Bengal Carrier Limited,INE426Z01016,EQ
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,EQ
OCCL,Oriental Carbon & Chemicals Limited,INE321D01016,BE
OCCLLTD,OCCL Limited,INE0PK601023,BE
ODIGMA,Odigma Consultancy Solutions Limited,INE054301028,BE
OFSS,Oracle Financial Services Software Limited,INE881D01027,EQ
OIL,Oil India Limited,INE274J01014,EQ
OILCOUNTUB,Oil Country Tubular Limited,INE591A01010,EQ
OLAELEC,Ola Electric Mobility Limited,INE0LXG01040,EQ
OLECTRA,Olectra Greentech Limited,INE260D01016,EQ
OMAXAUTO,Omax Autos Limited,INE090B01011,EQ
OMAXE,Omaxe Limited,INE800H01010,EQ
OMINFRAL,OM INFRA LIMITED,INE239D01028,EQ
OMKARCHEM,Omkar Speciality Chemicals Limited,INE474L01016,BZ
ONELIFECAP,Onelife Capital Advisors Limited,INE912L01015,EQ
ONEPOINT,One Point One Solutions Limited,INE840Y01029,BE
ONESOURCE,Onesource Specialty Pharma Limited,INE013P01021,EQ
ONGC,Oil & Natural Gas Corporation Limited,INE213A01029,EQ
ONMOBILE,OnMobile Global Limited,INE809I01019,EQ
ONWARDTEC,Onward Technologies Limited,INE229A01017,EQ
OPTIEMUS,Optiemus Infracom Limited,INE350C01017,EQ
ORBTEXP,Orbit Exports Limited,INE231G01010,EQ
ORCHASP,Orchasp Limited,INE215B01022,BE
ORCHPHARMA,Orchid Pharma Limited,INE191A01027,EQ
ORICONENT,Oricon Enterprises Limited,INE730A01022,EQ
ORIENTALTL,Oriental Trimex Limited,INE998H01012,BE
ORIENTBELL,Orient Bell Limited,INE607D01018,EQ
ORIENTCEM,Orient Cement Limited,INE876N01018,EQ
ORIENTCER,ORIENT CERATECH LIMITED,INE569C01020,EQ
ORIENTELEC,Orient Electric Limited,INE142Z01019,EQ
ORIENTHOT,Oriental Hotels Limited,INE750A01020,EQ
ORIENTLTD,Orient Press Limited,INE609C01024,EQ
ORIENTPPR,Orient Paper & Industries Limited,INE592A01026,EQ
ORIENTTECH,Orient Technologies Limited,INE0PPK01015,EQ
ORISSAMINE,The Orissa Minerals Development Company Limited,INE725E01024,EQ
ORTEL,Ortel Communications Limited,INE849L01019,BZ
ORTINGLOBE,ORTIN GLOBAL LIMITED,INE749B01020,BE
OSIAHYPER,Osia Hyper Retail Limited,INE06IR01021,EQ
OSWALAGRO,Oswal Agro Mills Limited,INE142A01012,EQ
OSWALGREEN,Oswal Greentech Limited,INE143A01010,EQ
OSWALPUMPS,Oswal Pumps Limited,INE0BYP01024,EQ
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,INE00IK01029,EQ
PAGEIND,Page Industries Limited,INE761H01022,EQ
PAISALO,Paisalo Digital Limited,INE420C01059,EQ
PAKKA,PAKKA LIMITED,INE551D01018,EQ
PALASHSECU,Palash Securities Limited,INE471W01019,EQ
PALREDTEC,Palred Technologies Limited,INE218G01033,BE
PANACEABIO,Panacea Biotec Limited,INE922B01023,EQ
PANACHE,Panache Digilife Limited,INE895W01019,BE
PANAMAPET,Panama Petrochem Limited,INE305C01029,EQ
PANSARI,Pansari Developers Limited,INE697V01011,BE
PAR,Par Drugs And Chemicals Limited,INE04LG01015,BE
PARACABLES,Paramount Communications Limited,INE074B01023,EQ
PARADEEP,Paradeep Phosphates Limited,INE088F01024,EQ
PARAGMILK,Parag Milk Foods Limited,INE883N01014,EQ
PARAS,Paras Defence and Space Technologies Limited,INE045601015,EQ
PARASPETRO,Paras Petrofils Limited,INE162C01024,EQ
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,INE988S01028,EQ
PARSVNATH,Parsvnath Developers Limited,INE561H01026,EQ
PASUPTAC,Pasupati Acrylon Limited,INE818B01023,EQ
PATANJALI,Patanjali Foods Limited,INE619A01035,EQ
PATELENG,Patel Engineering Limited,INE244B01030,EQ
PATINTLOG,Patel Integrated Logistics Limited,INE529D01014,EQ
PAVNAIND,Pavna Industries Limited,INE07S101020,EQ
PAYTM,One 97 Communications Limited,INE982J01020,EQ
PCBL,PCBL Chemical Limited,INE602A01031,EQ
PCJEWELLER,PC Jeweller Limited,INE785M01021,EQ
PDMJEPAPER,Pudumjee Paper Products Limited,INE865T01018,EQ
PDSL,PDS Limited,INE111Q01021,EQ
PEARLPOLY,Pearl Polymers Limited,INE844A01013,EQ
PEL,Piramal Enterprises Limited,INE140A01024,EQ
PENIND,Pennar Industries Limited,INE932A01024,EQ
PENINLAND,Peninsula Land Limited,INE138A01028,BE
PERSISTENT,Persistent Systems Limited,INE262H01021,EQ
PETRONET,Petronet LNG Limited,INE347G01014,EQ
PFC,Power Finance Corporation Limited,INE134E01011,EQ
PFIZER,Pfizer Limited,INE182A01018,EQ
PFOCUS,Prime Focus Limited,INE367G01038,EQ
PFS,PTC India Financial Services Limited,INE560K01014,EQ
PGEL,PG Electroplast Limited,INE457L01029,EQ
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,EQ
PGHL,Procter & Gamble Health Limited,INE199A01012,EQ
PGIL,Pearl Global Industries Limited,INE940H01022,EQ
PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,EQ
PIDILITIND,Pidilite Industries Limited,INE318A01026,EQ
PIGL,Power & Instrumentation (Gujarat) Limited,INE557Z01018,BE
PIIND,PI Industries Limited,INE603J01030,EQ
PILANIINVS,Pilani Investment and Industries Corporation Limited,INE417C01014,EQ
PILITA,PIL ITALICA LIFESTYLE LIMITED,INE600A01035,BE
PIONEEREMB,Pioneer Embroideries Limited,INE156C01018,EQ
PITTIENG,Pitti Engineering Limited,INE450D01021,EQ
PIXTRANS,Pix Transmissions Limited,INE751B01018,EQ
PKTEA,The Peria Karamalai Tea & Produce Company Limited,INE431F01018,BE
PLASTIBLEN,Plastiblends India Limited,INE083C01022,EQ
PLATIND,Platinum Industries Limited,INE0PT501018,EQ
PLAZACABLE,Plaza Wires Limited,INE0INJ01017,EQ
PNB,Punjab National Bank,INE160A01022,EQ
PNBGILTS,PNB Gilts Limited,INE859A01011,EQ
PNBHOUSING,PNB Housing Finance Limited,INE572E01012,EQ
PNC,Pritish Nandy Communications Limited,INE392B01011,BE
PNCINFRA,PNC Infratech Limited,INE195J01029,EQ
PNGJL,P N Gadgil Jewellers Limited,INE953R01016,EQ
POCL,Pondy Oxides & Chemicals Limited,INE063E01053,EQ
PODDARHOUS,Poddar Housing and Development Limited,INE888B01018,BZ
PODDARMENT,Poddar Pigments Limited,INE371C01013,EQ
POKARNA,Pokarna Limited,INE637C01025,EQ
POLICYBZR,PB Fintech Limited,INE417T01026,EQ
POLYCAB,Polycab India Limited,INE455K01017,EQ
POLYMED,Poly Medicure Limited,INE205C01021,EQ
POLYPLEX,Polyplex Corporation Limited,INE633B01018,EQ
PONNIERODE,Ponni Sugars (Erode) Limited,INE838E01017,EQ
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,EQ
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,EQ
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,EQ
POWERMECH,Power Mech Projects Limited,INE211R01019,EQ
PPAP,PPAP Automotive Limited,INE095I01015,BE
PPL,Prakash Pipes Limited,INE050001010,EQ
PPLPHARMA,Piramal Pharma Limited,INE0DK501011,EQ
PRABHA,Prabha Energy Limited,INE0I0M01023,EQ
PRAENG,Prajay Engineers Syndicate Limited,INE505C01016,EQ
PRAJIND,Praj Industries Limited,INE074A01025,EQ
PRAKASH,Prakash Industries Limited,INE603A01013,EQ
PRAKASHSTL,Prakash Steelage Limited,INE696K01024,EQ
PRAXIS,Praxis Home Retail Limited,INE546Y01022,BE
PRECAM,Precision Camshafts Limited,INE484I01029,EQ
PRECOT,Precot Limited,INE283A01014,EQ
PRECWIRE,Precision Wires India Limited,INE372C01037,EQ
PREMEXPLN,Premier Explosives Limited,INE863B01029,EQ
PREMIER,Premier Limited,INE342A01018,BE
PREMIERENE,Premier Energies Limited,INE0BS701011,EQ
PREMIERPOL,Premier Polyfilm Limited,INE309M01020,EQ
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,EQ
PRICOLLTD,Pricol Limited,INE726V01018,EQ
PRIMESECU,Prime Securities Limited,INE032B01021,EQ
PRIMO,Primo Chemicals Limited,INE607A01022,EQ
PRINCEPIPE,Prince Pipes And Fittings Limited,INE689W01016,EQ
PRITI,Priti International Limited,INE974Z01015,EQ
PRITIKAUTO,Pritika Auto Industries Limited,INE583R01029,EQ
PRIVISCL,Privi Speciality Chemicals Limited,INE959A01019,EQ
PROSTARM,Prostarm Info Systems Limited,INE0BX301013,EQ
PROTEAN,Protean eGov Technologies Limited,INE004A01022,EQ
PROZONER,Prozone Realty Limited,INE195N01013,EQ
PRSMJOHNSN,Prism Johnson Limited,INE010A01011,EQ
PRUDENT,Prudent Corporate Advisory Services Limited,INE00F201020,EQ
PRUDMOULI,Prudential Sugar Corporation Limited,INE024D01016,EQ
PSB,Punjab & Sind Bank,INE608A01012,EQ
PSPPROJECT,PSP Projects Limited,INE488V01015,EQ
PTC,PTC India Limited,INE877F01012,EQ
PTCIL,PTC Industries Limited,INE596F01018,EQ
PTL,PTL Enterprises Limited,INE034D01049,EQ
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,INE277B01014,EQ
PURVA,Puravankara Limited,INE323I01011,EQ
PVP,PVP Ventures Limited,INE362A01016,EQ
PVRINOX,PVR INOX Limited,INE191H01014,EQ
PVSL,Popular Vehicles and Services Limited,INE772T01024,EQ
PYRAMID,Pyramid Technoplast Limited,INE0MIS01010,EQ
QPOWER,Quality Power Electrical Equipments Limited,INE0SII01026,EQ
QUADFUTURE,Quadrant Future Tek Limited,INE0LRY01011,EQ
QUESS,Quess Corp Limited,INE615P01015,EQ
QUICKHEAL,Quick Heal Technologies Limited,INE306L01010,EQ
QUINTEGRA,Quintegra Solutions Limited,INE033B01011,BE
RACE,Race Eco Chain Limited,INE084Q01012,EQ
RACLGEAR,RACL Geartech Limited,INE704B01017,EQ
RADAAN,Radaan Mediaworks India Limited,INE874F01027,EQ
RADHIKAJWE,Radhika Jeweltech Limited,INE583V01021,EQ
RADIANTCMS,Radiant Cash Management Services Limited,INE855R01021,EQ
RADICO,Radico Khaitan Limited,INE944F01028,EQ
RADIOCITY,Music Broadcast Limited,INE919I01024,EQ
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,EQ
RAIN,Rain Industries Limited,INE855B01025,EQ
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,EQ
RAJESHEXPO,Rajesh Exports Limited,INE343B01030,EQ
RAJMET,Rajnandini Metal Limited,INE00KV01022,BE
RAJOOENG,Rajoo Engineers Limited,INE535F01024,EQ
RAJRATAN,Rajratan Global Wire Limited,INE451D01029,EQ
RAJRILTD,Raj Rayon Industries Limited,INE533D01032,BE
RAJSREESUG,Rajshree Sugars & Chemicals Limited,INE562B01019,EQ
RAJTV,Raj Television Network Limited,INE952H01027,BE
RAJVIR,Rajvir Industries Limited,INE011H01014,BZ
RALLIS,Rallis India Limited,INE613A01020,EQ
RAMANEWS,Shree Rama Newsprint Limited,INE278B01020,BE
RAMAPHO,Rama Phosphates Limited,INE809A01032,EQ
RAMASTEEL,Rama Steel Tubes Limited,INE230R01035,EQ
RAMCOCEM,The Ramco Cements Limited,INE331A01037,EQ
RAMCOIND,Ramco Industries Limited,INE614A01028,EQ
RAMCOSYS,Ramco Systems Limited,INE246B01019,BE
RAMKY,Ramky Infrastructure Limited,INE874I01013,EQ
RAMRAT,Ram Ratna Wires Limited,INE207E01023,EQ
RANASUG,Rana Sugars Limited,INE625B01014,EQ
RANEHOLDIN,Rane Holdings Limited,INE384A01010,EQ
RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024,EQ
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,EQ
RATNAVEER,Ratnaveer Precision Engineering Limited,INE05CZ01011,EQ
RAYMOND,Raymond Limited,INE301A01014,EQ
RAYMONDLSL,Raymond Lifestyle Limited,INE02ID01020,EQ
RBA,Restaurant Brands Asia Limited,INE07T201019,EQ
RBLBANK,RBL Bank Limited,INE976G01028,EQ
RBZJEWEL,RBZ Jewellers Limited,INE0PEQ01016,EQ
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,EQ
RCOM,Reliance Communications Limited,INE330H01018,BE
RECLTD,REC Limited,INE020B01018,EQ
REDINGTON,Redington Limited,INE891D01026,EQ
REDTAPE,Redtape Limited,INE0LXT01019,EQ
REFEX,Refex Industries Limited,INE056I01025,EQ
REGENCERAM,Regency Ceramics Limited,INE277C01012,BE
RELAXO,Relaxo Footwears Limited,INE131B01039,EQ
RELCHEMQ,Reliance Chemotex Industries Limited,INE750D01016,EQ
RELIABLE,Reliable Data Services Limited,INE375Y01018,EQ
RELIANCE,Reliance Industries Limited,INE002A01018,EQ
RELIGARE,Religare Enterprises Limited,INE621H01010,EQ
RELINFRA,Reliance Infrastructure Limited,INE036A01016,BE
RELTD,Ravindra Energy Limited,INE206N01018,BE
REMSONSIND,Remsons Industries Limited,INE474C01023,EQ
RENUKA,Shree Renuka Sugars Limited,INE087H01022,EQ
REPCOHOME,Repco Home Finance Limited,INE612J01015,EQ
REPL,Rudrabhishek Enterprises Limited,INE364Z01019,EQ
REPRO,Repro India Limited,INE461B01014,EQ
RESPONIND,Responsive Industries Limited,INE688D01026,EQ
RETAIL,JHS Svendgaard Retail Ventures Limited,INE03DD01011,EQ
RGL,Renaissance Global Limited,INE722H01024,EQ
RHFL,Reliance Home Finance Limited,INE217K01011,BE
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,EQ
RHL,Robust Hotels Limited,INE508K01013,EQ
RICOAUTO,Rico Auto Industries Limited,INE209B01025,EQ
RIIL,Reliance Industrial Infrastructure Limited,INE046A01015,EQ
RISHABH,Rishabh Instruments Limited,INE0N2P01017,EQ
RITCO,Ritco Logistics Limited,INE01EG01016,EQ
RITES,RITES Limited,INE320J01015,EQ
RKDL,Ravi Kumar Distilleries Limited,INE722J01012,EQ
RKEC,RKEC Projects Limited,INE786W01010,EQ
RKFORGE,Ramkrishna Forgings Limited,INE399G01023,EQ
RKSWAMY,R K Swamy Limited,INE0NQ801033,EQ
RML,Rane (Madras) Limited,INE050H01012,EQ
ROHLTD,Royal Orchid Hotels Limited,INE283H01019,EQ
ROLEXRINGS,Rolex Rings Limited,INE645S01016,EQ
ROLLT,Rollatainers Limited,INE927A01040,BE
ROLTA,Rolta India Limited,INE293A01013,BZ
ROML,Raj Oil Mills Limited,INE294G01026,EQ
ROSSARI,Rossari Biotech Limited,INE02A801020,EQ
ROSSELLIND,Rossell India Limited,INE847C01020,EQ
ROSSTECH,Rossell Techsys Limited,INE0OJW01016,BE
ROTO,Roto Pumps Limited,INE535D01037,EQ
ROUTE,ROUTE MOBILE LIMITED,INE450U01017,EQ
RPEL,Raghav Productivity Enhancers Limited,INE912T01018,EQ
RPGLIFE,RPG Life Sciences Limited,INE105J01010,EQ
RPOWER,Reliance Power Limited,INE614G01033,BE
RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013,BE
RPPL,Rajshree Polypack Limited,INE760W01023,EQ
RPSGVENT,RPSG VENTURES LIMITED,INE425Y01011,EQ
RPTECH,Rashi Peripherals Limited,INE0J1F01024,EQ
RRKABEL,R R Kabel Limited,INE777K01022,EQ
RSSOFTWARE,R. S. Software (India) Limited,INE165B01029,BE
RSWM,RSWM Limited,INE611A01016,EQ
RSYSTEMS,R Systems International Limited,INE411H01032,EQ
RTNINDIA,RattanIndia Enterprises Limited,INE834M01019,EQ
RTNPOWER,RattanIndia Power Limited,INE399K01017,EQ
RUBFILA,Rubfila International Limited,INE642C01025,EQ
RUBYMILLS,The Ruby Mills Limited,INE301D01026,EQ
RUCHINFRA,Ruchi Infrastructure Limited,INE413B01023,BE
RUCHIRA,Ruchira Papers Limited,INE803H01014,EQ
RUPA,Rupa & Company Limited,INE895B01021,EQ
RUSHIL,Rushil Decor Limited,INE573K01025,EQ
RUSTOMJEE,Keystone Realtors Limited,INE263M01029,EQ
RVHL,Ravinder Heights Limited,INE09E501017,EQ
RVNL,Rail Vikas Nigam Limited,INE415G01027,EQ
RVTH,Revathi Equipment India Limited,INE0DAB01012,BE
S&SPOWER,S&S Power Switchgears Limited,INE902B01017,BE
SABEVENTS,Sab Events & Governance Now Media Limited,INE860T01019,BE
SABTNL,Sri Adhikari Brothers Television Network Limited,INE416A01044,EQ
SADBHAV,Sadbhav Engineering Limited,INE226H01026,EQ
SADBHIN,Sadbhav Infrastructure Project Limited,INE764L01010,EQ
SADHNANIQ,Sadhana Nitrochem Limited,INE888C01040,BE
SAFARI,Safari Industries (India) Limited,INE429E01023,EQ
SAGARDEEP,Sagardeep Alloys Limited,INE976T01013,EQ
SAGCEM,Sagar Cements Limited,INE229C01021,EQ
SAGILITY,Sagility India Limited,INE0W2G01015,EQ
SAH,Sah Polymers Limited,INE035801013,BE
SAHYADRI,Sahyadri Industries Limited,INE280H01015,EQ
SAIL,Steel Authority of India Limited,INE114A01011,EQ
SAILIFE,Sai Life Sciences Limited,INE570L01029,EQ
SAKAR,Sakar Healthcare Limited,INE732S01012,EQ
SAKHTISUG,Sakthi Sugars Limited,INE623A01011,EQ
SAKSOFT,Saksoft Limited,INE667G01023,EQ
SAKUMA,Sakuma Exports Limited,INE190H01024,BE
SALASAR,Salasar Techno Engineering Limited,INE170V01027,EQ
SALONA,Salona Cotspin Limited,INE498E01010,EQ
SALSTEEL,S.A.L. Steel Limited,INE658G01014,EQ
SALZERELEC,Salzer Electronics Limited,INE457F01013,EQ
SAMBHAAV,Sambhaav Media Limited,INE699B01027,EQ
SAMHI,Samhi Hotels Limited,INE08U801020,EQ
SAMMAANCAP,Sammaan Capital Limited,INE148I01020,EQ
SAMPANN,Sampann Utpadan India Limited,INE735M01018,EQ
SANATHAN,Sanathan Textiles Limited,INE0JPD01013,EQ
SANCO,Sanco Industries Limited,INE782L01012,BZ
SANDESH,The Sandesh Limited,INE583B01015,EQ
SANDHAR,Sandhar Technologies Limited,INE278H01035,EQ
SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016,EQ
SANGAMIND,Sangam (India) Limited,INE495C01010,EQ
SANGHIIND,Sanghi Industries Limited,INE999B01013,EQ
SANGHVIMOV,Sanghvi Movers Limited,INE989A01032,EQ
SANGINITA,Sanginita Chemicals Limited,INE753W01010,EQ
SANOFI,Sanofi India Limited,INE058A01010,EQ
SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011,EQ
SANSERA,Sansera Engineering Limited,INE953O01021,EQ
SANSTAR,Sanstar Limited,INE08NE01025,EQ
SANWARIA,Sanwaria Consumer Limited,INE890C01046,BZ
SAPPHIRE,Sapphire Foods India Limited,INE806T01020,EQ
SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,EQ
SAREGAMA,Saregama India Limited,INE979A01025,EQ
SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025,BE
SARVESHWAR,Sarveshwar Foods Limited,INE324X01026,EQ
SASKEN,Sasken Technologies Limited,INE231F01020,EQ
SASTASUNDR,Sastasundar Ventures Limited,INE019J01013,EQ
SATIA,Satia Industries Limited,INE170E01023,EQ
SATIN,Satin Creditcare Network Limited,INE836B01017,EQ
SATINDLTD,Sat Industries Limited,INE065D01027,EQ
SAURASHCEM,Saurashtra Cement Limited,INE626A01014,EQ
SBC,SBC Exports Limited,INE04AK01028,EQ
SBCL,Shivalik Bimetal Controls Limited,INE386D01027,EQ
SBFC,SBFC Finance Limited,INE423Y01016,EQ
SBGLP,Suratwwala Business Group Limited,INE05ST01028,BE
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,EQ
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,EQ
SBIN,State Bank of India,INE062A01020,EQ
SCHAEFFLER,Schaeffler India Limited,INE513A01022,EQ
SCHAND,S Chand And Company Limited,INE807K01035,EQ
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,BE
SCI,Shipping Corporation Of India Limited,INE109A01011,EQ
SCILAL,Shipping Corporation of India Land and Assets Limited,INE0PB301013,EQ
SCODATUBES,Scoda Tubes Limited,INE090501011,EQ
SCPL,Sheetal Cool Products Limited,INE501Y01019,EQ
SDBL,Som Distilleries & Breweries Limited,INE480C01038,EQ
SEAMECLTD,Seamec Limited,INE497B01018,EQ
SECMARK,SecMark Consultancy Limited,INE0BTM01013,BE
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021,BE
SEJALLTD,Sejal Glass Limited,INE955I01044,BE
SELAN,Selan Exploration Technology Limited,INE818A01017,EQ
SELMC,SEL Manufacturing Company Limited,INE105I01020,BE
SEMAC,SEMAC CONSULTANTS LIMITED,INE617A01013,EQ
SENCO,Senco Gold Limited,INE602W01027,EQ
SENORES,Senores Pharmaceuticals Limited,INE0RB801010,EQ
SEPC,SEPC Limited,INE964H01014,EQ
SEQUENT,Sequent Scientific Limited,INE807F01027,EQ
SERVOTECH,Servotech Renewable Power System Limited,INE782X01033,EQ
SESHAPAPER,Seshasayee Paper and Boards Limited,INE630A01024,EQ
SETCO,Setco Automotive Limited,INE878E01021,BE
SETUINFRA,Setubandhan Infrastructure Limited,INE023M01027,BZ
SEYAIND,Seya Industries Limited,INE573R01012,BE
SFL,Sheela Foam Limited,INE916U01025,EQ
SGIL,Synergy Green Industries Limited,INE00QT01015,EQ
SGL,STL Global Limited,INE353H01010,BE
SGLTL,Standard Glass Lining Technology Limited,INE0M4D01010,BE
SHAH,Shah Metacorp Limited,INE482J01021,BE
SHAHALLOYS,Shah Alloys Limited,INE640C01011,EQ
SHAILY,Shaily Engineering Plastics Limited,INE151G01028,EQ
SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010,EQ
SHALBY,Shalby Limited,INE597J01018,EQ
SHALPAINTS,Shalimar Paints Limited,INE849C01026,EQ
SHANKARA,Shankara Building Products Limited,INE274V01019,EQ
SHANTI,Shanti Overseas (India) Limited,INE933X01016,BE
SHANTIGEAR,Shanthi Gears Limited,INE631A01022,EQ
SHARDACROP,Sharda Cropchem Limited,INE221J01015,EQ
SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028,EQ
SHAREINDIA,Share India Securities Limited,INE932X01026,EQ
SHEKHAWATI,Shekhawati Industries Limited,INE268L01046,BE
SHEMAROO,Shemaroo Entertainment Limited,INE363M01019,BE
SHILPAMED,Shilpa Medicare Limited,INE790G01031,BE
SHIVALIK,Shivalik Rasayan Limited,INE788J01021,EQ
SHIVAMAUTO,Shivam Autotech Limited,INE637H01024,EQ
SHIVAMILLS,Shiva Mills Limited,INE644Y01017,EQ
SHIVATEX,Shiva Texyarn Limited,INE705C01020,EQ
SHK,S H Kelkar and Company Limited,INE500L01026,EQ
SHOPERSTOP,Shoppers Stop Limited,INE498B01024,EQ
SHRADHA,Shradha Infraprojects Limited,INE715Y01031,EQ
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,INE232A01011,EQ
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,EQ
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011,EQ
SHREERAMA,Shree Rama Multi-Tech Limited,INE879A01019,EQ
SHRENIK,Shrenik Limited,INE632X01030,EQ
SHREYANIND,Shreyans Industries Limited,INE231C01019,BE
SHRIPISTON,Shriram Pistons & Rings Limited,INE526E01018,EQ
SHRIRAMFIN,Shriram Finance Limited,INE721A01047,EQ
SHRIRAMPPS,Shriram Properties Limited,INE217L01019,EQ
SHYAMCENT,Shyam Century Ferrous Limited,INE979R01011,BE
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,EQ
SHYAMTEL,Shyam Telecom Limited,INE635A01023,EQ
SICALLOG,Sical Logistics Limited,INE075B01020,BE
SIEMENS,Siemens Limited,INE003A01024,EQ
SIGACHI,Sigachi Industries Limited,INE0D0K01022,EQ
SIGIND,Signet Industries Limited,INE529F01035,BE
SIGMA,Sigma Solve Limited,INE0A0S01010,BE
SIGNATURE,Signatureglobal (India) Limited,INE903U01023,EQ
SIGNPOST,Signpost India Limited,INE0KGZ01021,EQ
SIKKO,Sikko Industries Limited,INE112X01017,EQ
SIL,Standard Industries Limited,INE173A01025,EQ
SILGO,Silgo Retail Limited,INE01II01013,BE
SILINV,SIL Investments Limited,INE923A01015,EQ
SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012,EQ
SILVERTUC,Silver Touch Technologies Limited,INE625X01018,EQ
SIMBHALS,Simbhaoli Sugars Limited,INE748T01016,BE
SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024,EQ
SINCLAIR,Sinclairs Hotels Limited,INE985A01022,EQ
SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025,EQ
SINTERCOM,Sintercom India Limited,INE129Z01016,EQ
SIRCA,Sirca Paints India Limited,INE792Z01011,EQ
SIS,SIS LIMITED,INE285J01028,EQ
SITINET,Siti Networks Limited,INE965H01011,BZ
SIYSIL,Siyaram Silk Mills Limited,INE076B01028,EQ
SJS,S.J.S. Enterprises Limited,INE284S01014,EQ
SJVN,SJVN Limited,INE002L01015,EQ
SKFINDIA,SKF India Limited,INE640A01023,EQ
SKIL,SKIL Infrastructure Limited,INE429F01012,BZ
SKIPPER,Skipper Limited,INE439E01022,EQ
SKMEGGPROD,SKM Egg Products Export (India) Limited,INE411D01015,BE
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018,EQ
SMARTLINK,Smartlink Holdings Limited,INE178C01020,EQ
SMCGLOBAL,SMC Global Securities Limited,INE103C01036,EQ
SMLISUZU,SML Isuzu Limited,INE294B01019,EQ
SMLT,Sarthak Metals Limited,INE017W01010,EQ
SMSLIFE,SMS Lifesciences India Limited,INE320X01016,EQ
SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025,EQ
SNOWMAN,Snowman Logistics Limited,INE734N01019,EQ
SOBHA,Sobha Limited,INE671H01015,EQ
SOFTTECH,Softtech Engineers Limited,INE728Z01015,EQ
SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016,EQ
SOLARINDS,Solar Industries India Limited,INE343H01029,EQ
SOMANYCERA,Somany Ceramics Limited,INE355A01028,EQ
SOMATEX,Soma Textiles & Industries Limited,INE314C01013,EQ
SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019,EQ
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,EQ
SONAMLTD,SONAM LIMITED,INE00LM01029,EQ
SONATSOFTW,Sonata Software Limited,INE269A01021,EQ
SOTL,Savita Oil Technologies Limited,INE035D01020,EQ
SOUTHBANK,The South Indian Bank Limited,INE683A01023,EQ
SOUTHWEST,South West Pinnacle Exploration Limited,INE980Y01015,BE
SPAL,S. P. Apparels Limited,INE212I01016,EQ
SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011,EQ
SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014,EQ
SPCENET,Spacenet Enterprises India Limited,INE970N01027,BE
SPECIALITY,Speciality Restaurants Limited,INE247M01014,EQ
SPECTRUM,Spectrum Electrical Industries Limited,INE01EO01010,EQ
SPENCERS,Spencer's Retail Limited,INE020801028,EQ
SPIC,Southern Petrochemicals Industries Corporation  Limited,INE147A01011,EQ
SPLIL,SPL Industries Limited,INE978G01016,BE
SPLPETRO,Supreme Petrochem Limited,INE663A01033,EQ
SPMLINFRA,SPML Infra Limited,INE937A01023,EQ
SPORTKING,Sportking India Limited,INE885H01029,EQ
SRD,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012,EQ
SREEL,Sreeleathers Limited,INE099F01013,EQ
SRF,SRF Limited,INE647A01010,EQ
